2025-03-28 13:20:20, 0.0
2025-03-28 13:20:29, 0.0
2025-03-28 13:20:37, 0.0
2025-03-28 13:20:43, 2.8
2025-03-28 13:20:52, 5.3
2025-03-28 13:20:58, 3.3
2025-03-28 13:21:05, 0.9
2025-03-28 13:21:09, 0.0
2025-03-28 13:21:14, 0.0
2025-03-28 13:21:20, 0.0
2025-03-28 13:21:23, 0.2
2025-03-28 13:21:39, 0.1
2025-03-28 13:21:45, 0.0
2025-03-28 13:21:54, 0.0
2025-03-28 13:22:03, 0.0
2025-03-28 13:22:09, 0.0
2025-03-28 13:22:22, 0.0
2025-03-28 13:22:26, 0.0
2025-03-28 13:22:31, 0.5
2025-03-28 13:22:40, 0.0
2025-03-28 13:22:45, 0.0
2025-03-28 13:22:53, 0.0
2025-03-28 13:23:02, 0.4
2025-03-28 13:23:09, 0.5
2025-03-28 13:23:18, 1.1
2025-03-28 13:23:19, 0.0
2025-03-28 13:23:24, 0.0
2025-03-28 13:23:25, 0.6
2025-03-28 13:23:27, 0.8
2025-03-28 13:23:37, 0.8
2025-03-28 13:23:40, 2.6
2025-03-28 13:23:46, 1.2
2025-03-28 13:23:49, 1.0
2025-03-28 13:23:50, 0.6
2025-03-28 13:23:54, 1.2
2025-03-28 13:24:01, 1.7
2025-03-28 13:24:04, 0.0
2025-03-28 13:24:11, 0.1
2025-03-28 13:24:25, 0.0
2025-03-28 13:24:28, 0.1
2025-03-28 13:24:34, 0.0
2025-03-28 13:24:45, 0.0
2025-03-28 13:24:46, 0.1
2025-03-28 13:24:52, 0.0
2025-03-28 13:24:58, 0.0
2025-03-28 13:25:08, 0.0
2025-03-28 13:25:14, 0.0
2025-03-28 13:25:21, 0.0
2025-03-28 13:25:35, 0.0
2025-03-28 13:25:38, 0.0
2025-03-28 13:25:42, 0.0
2025-03-28 13:25:49, 0.0
2025-03-28 13:25:57, 0.0
2025-03-28 13:26:05, 0.0
2025-03-28 13:26:08, 0.0
2025-03-28 13:26:13, 0.0
2025-03-28 13:26:31, 0.0
2025-03-28 13:26:38, 0.1
2025-03-28 13:26:42, 0.0
2025-03-28 13:26:47, 0.1
2025-03-28 13:26:53, 0.0
2025-03-28 13:27:03, 0.2
2025-03-28 13:27:10, 0.0
2025-03-28 13:27:14, 0.0
2025-03-28 13:27:22, 0.0
2025-03-28 13:27:23, 0.0
